gameid,title,developers,publishers,genres,supported_languages,release_date
2097200,AntiShatter,['EsperVisions'],['EsperVisions'],"['Action', 'RPG', 'Early Access']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Afrikaans', 'Bangla', 'Indonesian', 'Persian', 'Urdu']",2022-11-11
2097230,Turnip Boy Robs a Bank,['Snoozy Kazoo'],['Graffiti Games'],"['Action', 'Adventure', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Latin America', 'Korean', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",2024-01-18
2097240,Bug Blazer Playtest,,,,,2022-08-26
2096300,Rose City Revenge: The Beginning,['GRLLA GMNG'],['GRLLA GMNG'],"['Action', 'Indie', 'RPG']",['English'],2022-10-31
2096380,SANGOKU XIANGQI,"['IDH Co.,Ltd.']","['IDH Co.,Ltd.']","['Strategy', 'Free To Play']","['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']",2023-09-24
2096400,TAMAKAGURA: Tales of Turmoil,['Debonosu Works'],['Shiravune'],"['Adventure', 'RPG', 'Strategy']","['English', 'Simplified Chinese', 'Traditional Chinese']",2022-08-25
2096480,Shattered Star,['HalfRift Inc'],['HalfRift Inc'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['English', 'Simplified Chinese', 'Turkish']",2022-10-01
2096510,The Ouroboros King,['Oriol Cosp Games'],"['Oriol Cosp Games', 'Hawthorn Games']","['Indie', 'Strategy']","['English', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America', 'Catalan', 'Polish', 'Ukrainian']",2023-02-27
2096540,Tennis the Menace,['Sooo Happy Software'],['Sooo Happy Software'],"['Action', 'Indie', 'Sports', 'Strategy', 'Early Access']",['English'],2022-08-26
2096560,The Top,"['Eli Bailey', 'Nathan Laha']",['Eli Bailey'],['Indie'],['English'],2022-09-02
2096570,A Fisherman's Tale 2,['InnerspaceVR'],['Vertigo Games'],"['Adventure', 'Casual']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Traditional Chinese']",2023-05-11
2096580,NekoNecro,['JXT'],['Black Country Games'],"['Action', 'Indie']",['English'],2022-10-31
2096600,Crysis 2 Remastered,"['Crytek', 'Saber Interactive']",['Crytek'],['Action'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",2022-11-17
2096610,Crysis 3 Remastered,"['Crytek', 'Saber Interactive']",['Crytek'],['Action'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",2022-11-17
2096630,Pipeline Panic,"['Pastil Studios', 'CRX Entertainment Pte. Ltd.']",['Favour Toys Studios B.V.'],"['Action', 'Casual', 'Indie']",['English'],2022-11-10
2096640,Super Sean 007,['CRX Entertainment Pte Ltd.'],['Favour Toys Studios B.V.'],"['Action', 'Casual']",['English'],2023-02-27
2096650,CrashOut Xtreme,['CRX Entertainment Pte Ltd.'],['Favour Toys Studios B.V.'],['Casual'],['English'],2023-03-07
2096660,Pogo Joins The Circus,['CRX Entertainment Pte Ltd.'],['Favour Toys Studios B.V.'],['Indie'],['English'],2023-02-25
2096670,Jigsaw Puzzle: Belgium Through The Lens,['CRX Entertainment Pte. Ltd.'],['Favour Toys Studios B.V.'],['Casual'],['English'],2022-09-21
2096680,Lightspeed Dating,['Leonhard Kepser'],['Leonhard Kepser'],"['Casual', 'Free To Play', 'Indie']",['English'],2022-11-30
2096710,"I Can't Hear Your Words, So I Want To Listen To Your Heart",['箱崎奈绪(Hakozaki Nao)'],['箱崎奈绪(Hakozaki Nao)'],"['Adventure', 'Indie', 'RPG']",['Simplified Chinese'],2022-08-30
2096740,Paraopticon,['Level01 Gamestudio'],['Level01 Gamestudio'],"['Casual', 'Indie', 'Strategy']",['English'],2023-10-16
2095800,Nude Crisis,['Azurezero'],['Azurezero'],['Casual'],['English'],2022-08-10
2095840,Death by Begonia,"['Talia Jett', 'Reyson Jett']",['Paper Moon Studios'],"['Casual', 'Indie']",['English'],2022-12-20
2095860,异界双子 -Twin Souls-,['staron animation'],['staron animation'],"['Adventure', 'RPG']",['Simplified Chinese'],2022-10-13
2095870,Expense,['Robin Zimmer'],['Robin Zimmer'],"['Adventure', 'Strategy', 'Free To Play']",['English'],2022-10-10
2095890,Black Gunner Wukong: Prologue,['Seal'],['Seal'],"['Action', 'Indie']","['Simplified Chinese', 'English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Traditional Chinese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Korean']",2023-11-10
2095900,This Girl Does Not Exist,['Cute Pen Games'],['Cute Pen Games'],['Casual'],['English'],2022-09-08
2095930,Horny Witch: Hunt,['Cute Pen Games'],['Cute Pen Games'],['Casual'],['English'],2022-10-11
2095950,PAC-MAN Mega Tunnel Battle: Chomp Champs,['Amber Studio'],['Bandai Namco Entertainment America Inc.'],['Casual'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",2024-05-08
2095960,Isostasy,['Peter J Hopkins'],['Gravel Studios Games'],"['Adventure', 'Indie']",['English'],2022-08-13
2096000,Dead Oculus Playtest,,,,,2022-07-22
2096040,VIRUSUM,['Orange Blossom'],['My Way Games'],"['Action', 'Adventure', 'Casual', 'Indie']","['English', 'Italian', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Vietnamese', 'Danish', 'Traditional Chinese', 'Korean', 'Norwegian', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Finnish', 'Swedish']",2022-08-04
2096050,Warrior Maiden,['RenPixel'],['My Way Games'],['Adventure'],['English'],2022-08-04
2096080,Agent in Depth,"['Naturepixel Studios', 'SkyBrave']",['Next in Game'],"['Action', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Spanish - Latin America', 'Turkish']",2024-01-22
2096100,ONAR Playtest,,,,,2022-07-22
2096130,Adventure's Calling,['Navin'],['Nav Labs'],"['Adventure', 'Casual', 'Free To Play']",['English'],2023-02-14
2096150,BANG,['Bang'],['Bang'],"['Casual', 'Indie', 'Simulation']",['English'],2024-02-06
2096180,A Hero's Quest pt1,['Andrew'],['Andrew'],['RPG'],['English'],2022-08-26
2096220,Last Chance in Xollywood,"['A. Hagen', 'Shea Kennedy']",['A. Hagen'],"['Indie', 'RPG', 'Simulation', 'Free To Play']",['English'],2023-09-19
2095330,BackRoomsNew,['Medisonas'],['Medisonas'],"['Action', 'Adventure']",['English'],2023-01-03
2095340,Road 96: Mile 0,['Digixart'],"['Digixart', 'Ravenscourt']","['Action', 'Adventure', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",2023-04-04
2095350,NONOGRAM - KAWAII CUTIES,['ilyumi'],"['ilyumi Co., Ltd.']","['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Thai', 'Turkish', 'Portuguese - Portugal', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",2022-08-18
2095430,Dwarf's Adventure,['EskemaGames'],['EskemaGames'],"['Adventure', 'Indie', 'RPG', 'Early Access']","['English', 'Spanish - Spain', 'German', 'French', 'Italian', 'Portuguese - Portugal']",2022-12-02
2095450,Tiny Tactics,['Tiny Forge Gaming'],['Tiny Forge Gaming'],"['Indie', 'Strategy']",['English'],2022-08-05
2095460,TASUKEMONO,['Iigelsoft'],['Iigelsoft'],"['Casual', 'Indie', 'Strategy']","['English', 'Japanese']",2023-05-31
2095480,Simple Trains,"['ElectronDust', 'Simurai']",['ElectronDust'],"['Indie', 'Simulation', 'Strategy', 'Early Access']","['English', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",2024-06-26
2095510,Scholar's Mate,['JanduSoft'],['JanduSoft'],"['Adventure', 'Indie']","['English', 'Spanish - Spain', 'French', 'German', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Catalan', 'Turkish', 'Ukrainian']",2024-05-30
2095540,Lurch,['Bartic Studios'],['Bartic Studios'],"['Action', 'Casual', 'Indie', 'Early Access']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",2024-08-19
2095560,INCOMER,['43DM Software'],['43DM Software'],"['Action', 'Adventure']",['English'],2022-12-16
2095570,ChatFight!,['Kelvin Newton'],['Kelvin Newton'],"['Action', 'Casual', 'Free To Play', 'Indie', 'Simulation', 'Early Access']",['English'],2022-10-04
2095600,KIKURA,['県工情報処理部(KENKOUJSB)'],['県工情報処理部(KENKOUJSB)'],"['Action', 'Indie']","['English', 'Japanese']",2022-08-19
2095660,Sunvale Playtest,,,,,2022-07-21
2095740,Survivor Of The Journey,['Enter the Game Studios'],['Enter the Game Studios'],"['Action', 'Casual', 'Indie']","['English', 'Korean', 'Simplified Chinese']",2023-05-07
2095770,Pipes Puzzles,['beans rolls'],['beans rolls'],['Casual'],['English'],2022-08-23
2094850,The Backrooms Footage,['Untold Backrooms Stories'],['Untold Backrooms Stories'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']","['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",2022-09-02
2094880,Stagehand Survival Simulator Playtest,,,,,2023-02-13
2094890,Walk with the Living 2,['Cole Brayfield'],['Cole Brayfield'],"['Indie', 'RPG', 'Strategy']",['English'],2023-01-13
2094910,Pile Up!,['Remoob'],"['Catoptric Games', 'IndieArk']","['Casual', 'Indie', 'Strategy', 'Early Access']","['English', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish', 'French', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Russian', 'Traditional Chinese', 'Polish']",2023-06-02
2094920,ChibiTama,['Henapokoya'],['Henapokoya'],"['Action', 'Early Access']","['English', 'Japanese']",2022-08-05
2094990,Sensorium Galaxy Playtest,,,,,2022-10-05
2095010,Coffee Break: A sip away from doom,['RENEGADOS PRODUZINDO GAMES LTDA'],['RENEGADOS PRODUZINDO GAMES LTDA'],"['Adventure', 'Casual', 'Indie']","['English', 'Spanish - Spain', 'Portuguese - Brazil', 'French']",2022-08-11
2095040,猟奇リスナー ～ 狙われた姫配信者 ～ Lunatic Viewer - Streamer Girl at Risk -,"['CyberStep, Inc.', 'Rideon Works Co. Ltd,']","['CyberStep, Inc.']",['Simulation'],"['English', 'Italian', 'Spanish - Spain', 'Dutch', 'Swedish', 'Danish', 'Norwegian', 'Finnish', 'Vietnamese', 'Simplified Chinese', 'Japanese']",2022-09-13
2095060,Inhabit,['Public Void'],['Public Void'],"['Casual', 'Indie', 'RPG']",['English'],2023-01-26
2095070,外道催眠術師と囚われのマリオネット - The Savage Hypnotist's Puppets -,"['CyberStep, Inc.', 'Rideon Works Co. Ltd,']","['CyberStep, Inc.']",['Adventure'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Swedish', 'Danish', 'Norwegian', 'Finnish', 'Bulgarian', 'Vietnamese', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",2022-08-24
2095080,Paperback Adventures,"['Tim Fowers', 'Jeff Krause', 'Skye Larsen', 'Alex Krause']",['Fowers Games'],"['Casual', 'Indie', 'Strategy', 'Early Access']",['English'],2023-01-30
2095090,ウーマンコミュニケーション,['YAMADA'],['YAMADA'],"['Adventure', 'Casual', 'Indie']",['Japanese'],2023-10-25
2095100,Nature Escapes,['Tiny Little Lion'],['Boomzap Inc'],['Casual'],['English'],2022-11-07
2095120,S.E.C.U.,['Leon Matthew Simanjuntak'],['Leon Matthew Simanjuntak'],"['Action', 'Casual', 'Indie']","['English', 'Russian', 'Indonesian', 'Korean', 'Ukrainian']",2023-12-27
2095130,LIQUID,['HungerWhale Games'],['East2West Games'],"['Indie', 'RPG']","['Simplified Chinese', 'English']",2023-03-03
2095140,Locked in my Darkness,['Blusagi Team'],['Blusagi Team'],"['Indie', 'Simulation']","['English', 'German', 'Czech', 'Spanish - Latin America', 'Polish', 'Turkish', 'Slovak', 'French', 'Russian', 'Portuguese - Brazil']",2022-12-09
2095150,Wash Card,['LeHuan'],['LeHuan'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Portuguese - Portugal']",2022-11-02
2095170,Chains of Acquisition,['Omnibox Games Ltd'],['Omnibox Games Ltd'],"['Indie', 'Simulation', 'Strategy']",['English'],2024-01-26
2095180,Numeral Lord,['Flint Games'],['Flint Games'],"['Casual', 'Indie', 'Strategy', 'Early Access']","['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2022-10-14
2095190,CrossHud - Crosshair Overlay,['CrossHud'],['CrossHud'],['Utilities'],['English'],2022-09-29
2095220,Scar in the Void,"['Exerticus Game Studios', 'Ewan Brady']",['Exerticus Game Studios'],"['Action', 'Adventure', 'Indie', 'RPG']",['English'],2022-08-26
2095230,Limousine Parking Simulator,['LoLGames'],['LoLGames'],"['Casual', 'Indie', 'Racing', 'Simulation']","['English', 'Russian', 'Simplified Chinese']",2022-08-10
2095250,LASER LAB,['Ronald Wang'],['Ronald Wang'],"['Casual', 'Free To Play', 'Indie']","['English', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2022-09-08
2095280,MeCopy - Keep your PC tidy,['MeCopy Team'],['MeCopy Team'],['Utilities'],['English'],2022-11-05
2095290,Theseus Protocol,['YueTang(Xiamen)'],['Archive Games'],,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",2023-08-22
2095300,Breakout 13,['ALT Lab'],['ALT Lab'],"['Adventure', 'Indie', 'RPG']","['Simplified Chinese', 'English']",2023-01-08
2094340,Legend of Zero,['Yunkai'],['Yunkai'],"['Indie', 'RPG', 'Strategy']",['English'],2022-08-04
2094350,Soulforged,['Arkadiusz Bisaga'],['Arkadiusz Bisaga'],"['Massively Multiplayer', 'RPG']",['English'],2023-02-28
2094370,Alchemist: The Potion Monger,['Art Games Studio S.A.'],['Art Games Studio S.A.'],"['Adventure', 'Casual', 'RPG', 'Simulation']","['English', 'Polish', 'Spanish - Spain', 'German', 'Simplified Chinese', 'Japanese', 'French']",2024-09-25
2094380,Chai,['DIGIDICED'],['DIGIDICED'],"['Casual', 'Indie']","['English', 'German']",2022-12-19
2094390,HELLPIT,['gamester'],['gamester'],"['Action', 'Indie']",['English'],2023-01-09
2094420,DARKSITE,['Crying Booth'],['Crying Booth'],"['Action', 'Adventure', 'Indie']",['English'],2023-05-17
2094440,House of Witches,['Mikoko'],['Mikoko'],"['Casual', 'Indie']","['English', 'Simplified Chinese', 'Japanese']",2022-08-05
2094480,Senet,['Crinoid'],['Crinoid'],"['Casual', 'Strategy']","['English', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'French', 'German', 'Portuguese - Brazil', 'Italian', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Spanish - Latin America']",2022-11-04
2094510,Knights vs Nature Playtest,,,,,2022-08-12
2094520,World Serpent,['bryengx'],['bryengx'],"['Action', 'Casual', 'Indie']",['English'],2022-08-14
2094530,AdventureQuest Worlds Unity Playtest,,,,,2024-11-14
2094550,Saga of Sins,['Bonus Level Entertainment'],['Maximum Entertainment'],"['Action', 'Adventure', 'RPG']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Dutch', 'Portuguese - Brazil']",2023-03-30
2094560,Cyber Knights: Flashpoint Playtest,,,,,2022-07-29
2094570,JB Hunter: Adventure,['ATrio Games'],['ATrio Games'],"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']","['English', 'Russian']",2022-12-29
2094580,We. The Refugees: Ticket to Europe,['Act Zero'],['Act Zero'],"['Adventure', 'Casual', 'Indie', 'RPG']","['English', 'Polish', 'Simplified Chinese']",2023-05-01
2094610,Magocracy: Experimentation,['Robert Tao Wu'],['Robert Tao Wu'],"['Action', 'Indie', 'Simulation', 'Strategy']",['English'],2023-08-14
2094620,Noblesse Oblige,['Choice of Games'],['Choice of Games'],"['Indie', 'RPG']",['English'],2022-08-25
2094640,Save Daddy Trump 3: Rise Of Evil,"['Tero Lunkka', 'Valkeala Software', 'NTStudios', 'Blackthug']","['Tero Lunkka', 'Valkeala Software']","['Action', 'Adventure', 'Indie']",['English'],2022-09-01
2094720,Tower Fall,['DiaMMax'],['Piece Of Voxel'],"['Casual', 'Indie', 'Simulation', 'Strategy']",['English'],2022-08-10
2094730,Tux and Fanny,"['Ghost Time Games', 'Albert Birney']",['Means Interactive'],"['Adventure', 'Indie']",['English'],2022-09-07
2094750,Timeloop: Sink Again Beach,"[""Fang's Lab"", 'Flatcoon']","[""Fang's Lab""]","['Action', 'Adventure', 'Indie']","['English', 'Ukrainian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Japanese']",2022-11-16
2094760,MeMoMi,['Emi Yining Sun'],['Emi Y. Sun Game'],"['Adventure', 'Free To Play', 'Indie', 'RPG']",['English'],2022-11-21
2094780,Pussies Wrestling Dicks,['Cute Pen Games'],['Cute Pen Games'],['Casual'],['English'],2022-08-18
2093850,Knocking up my brother's wife: My sister-in-law can't resist my seed,['Appetite'],['Tensei Games'],['Adventure'],['English'],2022-12-15
2093860,Get the Ball Rolling,['GET THE BALL ROLLING LLC'],['GET THE BALL ROLLING LLC'],"['Adventure', 'Early Access']",['English'],2022-08-25
2093870,Reddish,['Ovcd Games'],['Ovcd Games'],"['Action', 'Adventure', 'Casual', 'Indie']",['English'],2024-01-27
2093890,无尽之界 Playtest,,,,,2023-10-26
2093900,Island Cities - Jigsaw Puzzle,['Mens Sana Interactive'],['Mens Sana Interactive'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Portuguese - Portugal']",2022-08-30
2093910,Time Walker: Dark World,['Heartfun'],"['Leyo Games', '2P Games']","['Indie', 'Strategy']","['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",2023-11-29
2093920,Dread Dawn,['Kioop'],['Kioop'],"['Action', 'Adventure', 'Indie', 'RPG']","['English', 'Simplified Chinese', 'Spanish - Spain', 'Spanish - Latin America', 'Japanese', 'Russian']",2024-09-30
2093940,vivid/stasis,['Team Vividstasis'],"['Hajimeli', 'SKY HOUR WORKS']","['Indie', 'Early Access']",['English'],2023-03-07
2093950,Boots Quest DX,['Harrison Lemke'],['Discount Realms'],"['Adventure', 'Casual', 'Indie', 'RPG']",['English'],2022-11-25
2093970,犬神ディフェンダーズ / Soul Dog TD,['Libragames'],['Libragames'],['Strategy'],"['English', 'Japanese', 'Simplified Chinese']",2023-11-29
2093980,GeneWars,['Maker製造機'],"['RMAsia', 'Maker製造機', 'Light of Creators']","['Indie', 'RPG', 'Simulation', 'Strategy']","['English', 'Simplified Chinese', 'Traditional Chinese']",2023-10-24
2094000,Buddies in Boxes,['Anton Duell'],['Anton Duell'],"['Indie', 'Strategy', 'Early Access']",['English'],2023-06-20
2094070,Quest Master,"['Apogee Entertainment', 'Julian Creutz', 'Skydevilpalm']",['Apogee Entertainment'],"['Action', 'Adventure', 'Indie', 'Early Access']",['English'],2024-05-29
2094090,Table Ball,['Lockyz Dev'],['Lockyz Media'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'German', 'Spanish - Spain', 'Swedish']",2022-08-03
2094150,Hypogean,['DevLiakos'],['DevLiakos'],"['Casual', 'Simulation']",['English'],2023-10-13
2094160,GHOSTKEEPER,['Cap Smoker'],['My Way Games'],"['Casual', 'Indie']",['English'],2022-08-04
2094170,The Cold Forest,['RealGames Dev'],['My Way Games'],"['Adventure', 'Simulation']","['Russian', 'English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese']",2022-08-08
2094180,SHOOT THE BUUUUUUUGS,['RealGames Dev'],[' My Way Games'],['Action'],['English'],2022-08-27
2094190,苍白花树繁茂之时Blood Flowers,['Bone Nail'],['Bone Nail'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Simplified Chinese', 'Traditional Chinese', 'English', 'Japanese']",2023-04-14
2094200,Bear Bovver,['Artic Computing'],['Pixel Games UK'],['Action'],['English'],2022-08-15
2094230,Dark Blue Warriorr,['CSO Games'],['CSO Games'],"['Adventure', 'Free To Play', 'Indie', 'RPG']","['English', 'Simplified Chinese']",2022-08-15
2094250,Valhalla：Awakening of Valkyrie,['Fantasy Game'],['DSGame'],"['Adventure', 'Casual', 'Indie', 'Strategy']","['English', 'Japanese', 'Simplified Chinese']",2022-09-30
2094270,Lightracer Spark,['Smartmelon Games'],['Smartmelon Games'],"['Indie', 'RPG', 'Strategy']","['English', 'Simplified Chinese']",2023-04-12
2094290,Molar Maul,['Imagine'],['Pixel Games UK'],['Action'],['English'],2022-08-17
2094300,Virtual AI - Aki & Mika,['Shiba Neko'],['Shiba Neko'],"['Casual', 'Indie', 'Simulation']","['English', 'Japanese']",2022-12-14
2094320,Escape First Alchemist ⚗️,['OnSkull Games'],['OnSkull Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",['English'],2023-03-02
2094330,Insomnia: Theater in the Head Playtest,,,,,2022-09-12
2093330,Party Bunch,['PartyBunchDev'],['PartyBunchDev'],"['Casual', 'Indie']","['English', 'Russian']",2022-08-11
2093340,Summer Games (Atari 2600/CPC/Master System/Spectrum),"['Epyx, Inc.']",['Pixel Games UK'],"['Simulation', 'Sports']",['English'],2022-08-19
2093380,Noclipped,['MateussDev'],['MateussDev'],"['Adventure', 'Indie']","['English', 'Italian', 'Russian', 'Bulgarian']",2022-10-04
2093410,Supreme Ruler 2030,['BattleGoat Studios'],['BattleGoat Studios'],"['Simulation', 'Strategy']","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",2023-07-25
2093420,Making Lovers After Stories,['Smee'],['NekoNyan Ltd.'],['Adventure'],['English'],2022-08-26
2093540,The Pier Arcade,['Greg Giddens'],['Peacock Pie Productions'],"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",['English'],2022-11-18
2093550,Flock of the Low God,['Top Right Corner'],['TRC DMI'],"['Action', 'Adventure', 'Strategy', 'Early Access']",['English'],2023-07-26
2093590,Moorhuhn X - Crazy Chicken X,"['Higgs Games GmbH', 'GeekPit Studio']",['Higgs Games GmbH'],"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Japanese', 'Korean', 'Dutch', 'Portuguese - Portugal', 'Russian']",2022-10-08
2093610,HAPPY SAIN† SHEOL,['122pxsheol'],['Sekai Project'],"['Adventure', 'Indie']","['English', 'Japanese', 'Korean', 'Simplified Chinese']",2024-09-17
2093640,Hook&Loop - The VELKRO Man,['fknE'],['fknE'],['Casual'],"['English', 'Spanish - Spain', 'Spanish - Latin America', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Japanese']",2022-12-01
2093650,NEAVE 2,['Patrick Sweeney'],['Patrick Sweeney'],"['Action', 'Casual', 'Indie', 'Racing']",['English'],2022-08-08
2093680,Celadon,['Karpopper'],['Karpopper'],['Indie'],['English'],2022-09-12
2093760,Nekomancy,['The Fetus Den'],['The Fetus Den'],"['Action', 'Strategy']",['English'],2022-08-31
2093250,Witch Schools: Love Potions,['Dnovel'],['Studio2760'],"['Adventure', 'Casual', 'Indie']","['English', 'Russian', 'French', 'Italian', 'German']",2022-09-19
2093270,Death in the Night,['Studio2760'],['Studio2760'],"['Action', 'Indie']","['English', 'German', 'Russian']",2022-11-21
2093290,Neon Circle,['Dnovel'],['Studio2760'],"['Action', 'Adventure', 'Early Access']",['English'],2022-08-10
2093300,Robot Tormod,['Dnovel'],['Dnovel'],['Early Access'],"['English', 'Russian']",2022-12-20
2089520,Reborn VR,['Reborn Inc.'],['Reborn Inc.'],"['Massively Multiplayer', 'RPG', 'Free To Play']","['English', 'Japanese', 'Simplified Chinese']",2022-10-27
2088680,天香与小百合 - Tinheung & Sayuri,['柚原堂'],['柚原堂'],"['Casual', 'RPG']",['Traditional Chinese'],2022-08-05
2088770,Deck of Souls,['Bigboot Studios'],['HeroCraft PC'],"['RPG', 'Strategy', 'Early Access']","['English', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Spanish - Latin America']",2024-06-20
2088250,瘟疫清零计划 Project Zero,['Breaker Games'],['Breaker Games'],"['Action', 'Adventure', 'Indie', 'Strategy', 'Free To Play']",['Simplified Chinese'],2022-09-11
2087940,Non-Stop Raiders,['Orkbadger'],['Orkbadger'],"['Action', 'Casual', 'Indie']","['English', 'French', 'German', 'Simplified Chinese', 'Portuguese - Brazil', 'Russian']",2023-01-23
2086370,Super Double Dragon,['I.T.L.'],['Arc System Works'],['Action'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",2023-11-08
2084720,Home Run High,"['Kairosoft Co.,Ltd']","['Kairosoft Co.,Ltd']","['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']","['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Thai']",2022-10-10
557850,Magnificent Ships: Volume 1,['VROOM'],['VROOM'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",2016-11-28
557860,Azurea Juncture,['Rimebelle Express'],['Rimebelle Express'],['Casual'],['English'],2016-11-15
557880,Say Goodbye,"[""morojenoe's empire""]","[""morojenoe's empire""]","['Violent', 'Adventure', 'Casual', 'Free To Play', 'Indie']","['English', 'Russian']",2017-01-03
557890,Sunset's Ashes,['Fifth One'],['Fifth One'],"['Casual', 'Free To Play', 'Indie']",['English'],2016-11-17
